depth	rep	program	repBench	noReads	percMutate	targMut	matches	snp	ins	del	refMatch	refSnp	refIns	refDel	elpTime	sysTime	UserTime	memKb	percCPU	seed	usedSeed	medakaModel	lenRef	ref	fastq	primers	schemeDir	scheme	schemeVer	prefix
30   100   artic	1	2760	0	0	1700	0	0	0	0 0  0  0	28.02	27.60	3.19	383100	109%		102400	102400	r941_prom_high_g344	1700	06-alt-schemes/06-schemes/SARS-CoV-2/V4.1.1500/SARS-CoV-2.reference.fasta	07-artic-1st-bench/07-artic-1st-bench-subSamp-depth30-rep100.fastq	06-alt-schemes/06-no-mutate-regions.tsv	06-alt-schemes/06-schemes	SARS-CoV-2	4.1.1500	07-artic-1st-bench/07-artic-1st-bench
30   100   artic	1	2760	0	0	5700	0	0	0	0 0  0  0	48.26	47.75	3.48	390236	106%		102400	102400	r941_prom_high_g344	5700	06-alt-schemes/06-schemes/SARS-CoV-2/V4.1.5000/SARS-CoV-2.reference.fasta	07-artic-1st-bench/07-artic-1st-bench-subSamp-depth30-rep100.fastq	06-alt-schemes/06-no-mutate-regions.tsv	06-alt-schemes/06-schemes	SARS-CoV-2	4.1.5000	07-artic-1st-bench/07-artic-1st-bench
30   100   artic	1	2760	0	0	11800	0	0	0	0 0  0  0		102400	102400	r941_prom_high_g344	11800	06-alt-schemes/06-schemes/SARS-CoV-2/V4.1.11000/SARS-CoV-2.reference.fasta	07-artic-1st-bench/07-artic-1st-bench-subSamp-depth30-rep100.fastq	06-alt-schemes/06-no-mutate-regions.tsv	06-alt-schemes/06-schemes	SARS-CoV-2	4.1.11000	07-artic-1st-bench/07-artic-1st-bench
30   100   artic	1	2760	0	0	29889	4	0	10	0 0  0  0	196.86	197.02	3.98	937912	102%		102400	102400	r941_prom_high_g344	29903	06-alt-schemes/06-schemes/SARS-CoV-2/V4.1/SARS-CoV-2.reference.fasta	07-artic-1st-bench/07-artic-1st-bench-subSamp-depth30-rep100.fastq	06-alt-schemes/06-no-mutate-regions.tsv	06-alt-schemes/06-schemes	SARS-CoV-2	4.1	07-artic-1st-bench/07-artic-1st-bench
30   100   artic	1	2760	100	17	1700	0	0	0	1683	17	0	0	27.11	26.61	3.22	384144	110%		102400	102400	r941_prom_high_g344	1700	06-alt-schemes/06-schemes/SARS-CoV-2/V4.1.1500/SARS-CoV-2.reference.fasta	07-artic-1st-bench/07-artic-1st-bench-subSamp-depth30-rep100.fastq	06-alt-schemes/06-no-mutate-regions.tsv	06-alt-schemes/06-schemes	SARS-CoV-2	4.1.1500	07-artic-1st-bench/07-artic-1st-bench
30   100   artic	1	2760	100	57	5698	2	0	0	5643	57	0	0	51.17	51.01	3.21	385740	105%		102400	102400	r941_prom_high_g344	5700	06-alt-schemes/06-schemes/SARS-CoV-2/V4.1.5000/SARS-CoV-2.reference.fasta	07-artic-1st-bench/07-artic-1st-bench-subSamp-depth30-rep100.fastq	06-alt-schemes/06-no-mutate-regions.tsv	06-alt-schemes/06-schemes	SARS-CoV-2	4.1.5000	07-artic-1st-bench/07-artic-1st-bench
30   100   artic	1	2760	100	118	11799	1	0	0	11682	118	0	0	75.43	75.30	3.30	391588	104%		102400	102400	r941_prom_high_g344	11800	06-alt-schemes/06-schemes/SARS-CoV-2/V4.1.11000/SARS-CoV-2.reference.fasta	07-artic-1st-bench/07-artic-1st-bench-subSamp-depth30-rep100.fastq	06-alt-schemes/06-no-mutate-regions.tsv	06-alt-schemes/06-schemes	SARS-CoV-2	4.1.11000	07-artic-1st-bench/07-artic-1st-bench
30   100   artic	1	2760	100	299	29885	7	0	11	29604	299	0	0	199.22	199.49	3.87	937728	102%		102400	102400	r941_prom_high_g344	29903	06-alt-schemes/06-schemes/SARS-CoV-2/V4.1/SARS-CoV-2.reference.fasta	07-artic-1st-bench/07-artic-1st-bench-subSamp-depth30-rep100.fastq	06-alt-schemes/06-no-mutate-regions.tsv	06-alt-schemes/06-schemes	SARS-CoV-2	4.1	07-artic-1st-bench/07-artic-1st-bench
30   100   artic	1	2760	200	34	1700	0	0	0	1666	34	0	0	26.80	26.42	3.12	383808	110%		102400	102400	r941_prom_high_g344	1700	06-alt-schemes/06-schemes/SARS-CoV-2/V4.1.1500/SARS-CoV-2.reference.fasta	07-artic-1st-bench/07-artic-1st-bench-subSamp-depth30-rep100.fastq	06-alt-schemes/06-no-mutate-regions.tsv	06-alt-schemes/06-schemes	SARS-CoV-2	4.1.1500	07-artic-1st-bench/07-artic-1st-bench
30   100   artic	1	2760	200	114	5697	3	0	0	5586	114	0	0	45.11	44.66	3.38	386464	106%		102400	102400	r941_prom_high_g344	5700	06-alt-schemes/06-schemes/SARS-CoV-2/V4.1.5000/SARS-CoV-2.reference.fasta	07-artic-1st-bench/07-artic-1st-bench-subSamp-depth30-rep100.fastq	06-alt-schemes/06-no-mutate-regions.tsv	06-alt-schemes/06-schemes	SARS-CoV-2	4.1.5000	07-artic-1st-bench/07-artic-1st-bench
30   100   artic	1	2760	200	236	11798	2	0	0	11564	236	0	0	78.25	78.03	3.45	393392	104%		102400	102400	r941_prom_high_g344	11800	06-alt-schemes/06-schemes/SARS-CoV-2/V4.1.11000/SARS-CoV-2.reference.fasta	07-artic-1st-bench/07-artic-1st-bench-subSamp-depth30-rep100.fastq	06-alt-schemes/06-no-mutate-regions.tsv	06-alt-schemes/06-schemes	SARS-CoV-2	4.1.11000	07-artic-1st-bench/07-artic-1st-bench
30   100   artic	1	2760	200	598	29874	18	0	11	29305	598	0	0	191.76	191.92	3.87	937936	102%		102400	102400	r941_prom_high_g344	29903	06-alt-schemes/06-schemes/SARS-CoV-2/V4.1/SARS-CoV-2.reference.fasta	07-artic-1st-bench/07-artic-1st-bench-subSamp-depth30-rep100.fastq	06-alt-schemes/06-no-mutate-regions.tsv	06-alt-schemes/06-schemes	SARS-CoV-2	4.1	07-artic-1st-bench/07-artic-1st-bench
30   100   artic	1	2760	500	85	1700	0	0	0	1615	85	0	0	26.16	25.70	3.18	385924	110%		102400	102400	r941_prom_high_g344	1700	06-alt-schemes/06-schemes/SARS-CoV-2/V4.1.1500/SARS-CoV-2.reference.fasta	07-artic-1st-bench/07-artic-1st-bench-subSamp-depth30-rep100.fastq	06-alt-schemes/06-no-mutate-regions.tsv	06-alt-schemes/06-schemes	SARS-CoV-2	4.1.1500	07-artic-1st-bench/07-artic-1st-bench
30   100   artic	1	2760	500	285	5692	8	1	0	5419	279	2	2	45.06	44.71	3.28	388096	106%		102400	102400	r941_prom_high_g344	5700	06-alt-schemes/06-schemes/SARS-CoV-2/V4.1.5000/SARS-CoV-2.reference.fasta	07-artic-1st-bench/07-artic-1st-bench-subSamp-depth30-rep100.fastq	06-alt-schemes/06-no-mutate-regions.tsv	06-alt-schemes/06-schemes	SARS-CoV-2	4.1.5000	07-artic-1st-bench/07-artic-1st-bench
30   100   artic	1	2760	500	590	11794	6	0	0	11210	590	0	0	79.30	79.01	3.55	389860	104%		102400	102400	r941_prom_high_g344	11800	06-alt-schemes/06-schemes/SARS-CoV-2/V4.1.11000/SARS-CoV-2.reference.fasta	07-artic-1st-bench/07-artic-1st-bench-subSamp-depth30-rep100.fastq	06-alt-schemes/06-no-mutate-regions.tsv	06-alt-schemes/06-schemes	SARS-CoV-2	4.1.11000	07-artic-1st-bench/07-artic-1st-bench
30   100   artic	1	2760	500	1495	29865	27	1	11	28414	1486	3	3	191.40	191.55	3.86	937788	102%		102400	102400	r941_prom_high_g344	29903	06-alt-schemes/06-schemes/SARS-CoV-2/V4.1/SARS-CoV-2.reference.fasta	07-artic-1st-bench/07-artic-1st-bench-subSamp-depth30-rep100.fastq	06-alt-schemes/06-no-mutate-regions.tsv	06-alt-schemes/06-schemes	SARS-CoV-2	4.1	07-artic-1st-bench/07-artic-1st-bench
30   100   artic	1	2760	1000	170	1700	0	0	0	1530	170	0	0	26.70	26.20	3.23	386908	110%		102400	102400	r941_prom_high_g344	1700	06-alt-schemes/06-schemes/SARS-CoV-2/V4.1.1500/SARS-CoV-2.reference.fasta	07-artic-1st-bench/07-artic-1st-bench-subSamp-depth30-rep100.fastq	06-alt-schemes/06-no-mutate-regions.tsv	06-alt-schemes/06-schemes	SARS-CoV-2	4.1.1500	07-artic-1st-bench/07-artic-1st-bench
30   100   artic	1	2760	1000	570	5692	8	2	0	5146	547	7	7	47.09	46.82	3.23	386072	106%		102400	102400	r941_prom_high_g344	5700	06-alt-schemes/06-schemes/SARS-CoV-2/V4.1.5000/SARS-CoV-2.reference.fasta	07-artic-1st-bench/07-artic-1st-bench-subSamp-depth30-rep100.fastq	06-alt-schemes/06-no-mutate-regions.tsv	06-alt-schemes/06-schemes	SARS-CoV-2	4.1.5000	07-artic-1st-bench/07-artic-1st-bench
30   100   artic	1	2760	1000	1180	11785	12	1	3	10624	1173	3	3	80.04	79.89	3.40	389496	104%		102400	102400	r941_prom_high_g344	11800	06-alt-schemes/06-schemes/SARS-CoV-2/V4.1.11000/SARS-CoV-2.reference.fasta	07-artic-1st-bench/07-artic-1st-bench-subSamp-depth30-rep100.fastq	06-alt-schemes/06-no-mutate-regions.tsv	06-alt-schemes/06-schemes	SARS-CoV-2	4.1.11000	07-artic-1st-bench/07-artic-1st-bench
30   100   artic	1	2760	1000	2990	29838	54	2	11	26944	2943	16	16	198.90	198.98	4.05	937852	102%		102400	102400	r941_prom_high_g344	29903	06-alt-schemes/06-schemes/SARS-CoV-2/V4.1/SARS-CoV-2.reference.fasta	07-artic-1st-bench/07-artic-1st-bench-subSamp-depth30-rep100.fastq	06-alt-schemes/06-no-mutate-regions.tsv	06-alt-schemes/06-schemes	SARS-CoV-2	4.1	07-artic-1st-bench/07-artic-1st-bench
50   100   artic	1	4600	0	0	1700	0	0	0	0 0  0  0	27.72	27.48	3.02	385512	110%		102400	102400	r941_prom_high_g344	1700	06-alt-schemes/06-schemes/SARS-CoV-2/V4.1.1500/SARS-CoV-2.reference.fasta	07-artic-1st-bench/07-artic-1st-bench-subSamp-depth50-rep100.fastq	06-alt-schemes/06-no-mutate-regions.tsv	06-alt-schemes/06-schemes	SARS-CoV-2	4.1.1500	07-artic-1st-bench/07-artic-1st-bench
50   100   artic	1	4600	0	0	5700	0	0	0	0 0  0  0	49.25	48.89	3.40	387912	106%		102400	102400	r941_prom_high_g344	5700	06-alt-schemes/06-schemes/SARS-CoV-2/V4.1.5000/SARS-CoV-2.reference.fasta	07-artic-1st-bench/07-artic-1st-bench-subSamp-depth50-rep100.fastq	06-alt-schemes/06-no-mutate-regions.tsv	06-alt-schemes/06-schemes	SARS-CoV-2	4.1.5000	07-artic-1st-bench/07-artic-1st-bench
50   100   artic	1	4600	0	0	11800	0	0	0	0 0  0  0	84.75	84.82	3.34	391388	104%		102400	102400	r941_prom_high_g344	11800	06-alt-schemes/06-schemes/SARS-CoV-2/V4.1.11000/SARS-CoV-2.reference.fasta	07-artic-1st-bench/07-artic-1st-bench-subSamp-depth50-rep100.fastq	06-alt-schemes/06-no-mutate-regions.tsv	06-alt-schemes/06-schemes	SARS-CoV-2	4.1.11000	07-artic-1st-bench/07-artic-1st-bench
50   100   artic	1	4600	0	0	29889	3	2	11	0 0  0  0	218.69	219.48	3.78	937908	102%		102400	102400	r941_prom_high_g344	29903	06-alt-schemes/06-schemes/SARS-CoV-2/V4.1/SARS-CoV-2.reference.fasta	07-artic-1st-bench/07-artic-1st-bench-subSamp-depth50-rep100.fastq	06-alt-schemes/06-no-mutate-regions.tsv	06-alt-schemes/06-schemes	SARS-CoV-2	4.1	07-artic-1st-bench/07-artic-1st-bench
50   100   artic	1	4600	100	17	1700	0	0	0	1683	17	0	0	27.64	27.08	3.32	385472	110%		102400	102400	r941_prom_high_g344	1700	06-alt-schemes/06-schemes/SARS-CoV-2/V4.1.1500/SARS-CoV-2.reference.fasta	07-artic-1st-bench/07-artic-1st-bench-subSamp-depth50-rep100.fastq	06-alt-schemes/06-no-mutate-regions.tsv	06-alt-schemes/06-schemes	SARS-CoV-2	4.1.1500	07-artic-1st-bench/07-artic-1st-bench
50   100   artic	1	4600	100	57	5699	1	0	0	5643	57	0	0	51.15	50.87	3.35	387452	105%		102400	102400	r941_prom_high_g344	5700	06-alt-schemes/06-schemes/SARS-CoV-2/V4.1.5000/SARS-CoV-2.reference.fasta	07-artic-1st-bench/07-artic-1st-bench-subSamp-depth50-rep100.fastq	06-alt-schemes/06-no-mutate-regions.tsv	06-alt-schemes/06-schemes	SARS-CoV-2	4.1.5000	07-artic-1st-bench/07-artic-1st-bench
50   100   artic	1	4600	100	118	11799	1	0	0	11682	118	0	0	84.39	84.39	3.40	393972	104%		102400	102400	r941_prom_high_g344	11800	06-alt-schemes/06-schemes/SARS-CoV-2/V4.1.11000/SARS-CoV-2.reference.fasta	07-artic-1st-bench/07-artic-1st-bench-subSamp-depth50-rep100.fastq	06-alt-schemes/06-no-mutate-regions.tsv	06-alt-schemes/06-schemes	SARS-CoV-2	4.1.11000	07-artic-1st-bench/07-artic-1st-bench
50   100   artic	1	4600	100	299	29885	7	0	11	29604	299	0	0	210.75	211.30	3.92	937856	102%		102400	102400	r941_prom_high_g344	29903	06-alt-schemes/06-schemes/SARS-CoV-2/V4.1/SARS-CoV-2.reference.fasta	07-artic-1st-bench/07-artic-1st-bench-subSamp-depth50-rep100.fastq	06-alt-schemes/06-no-mutate-regions.tsv	06-alt-schemes/06-schemes	SARS-CoV-2	4.1	07-artic-1st-bench/07-artic-1st-bench
50   100   artic	1	4600	200	34	1700	0	0	0	1666	34	0	0	29.00	28.61	3.19	384024	109%		102400	102400	r941_prom_high_g344	1700	06-alt-schemes/06-schemes/SARS-CoV-2/V4.1.1500/SARS-CoV-2.reference.fasta	07-artic-1st-bench/07-artic-1st-bench-subSamp-depth50-rep100.fastq	06-alt-schemes/06-no-mutate-regions.tsv	06-alt-schemes/06-schemes	SARS-CoV-2	4.1.1500	07-artic-1st-bench/07-artic-1st-bench
50   100   artic	1	4600	200	114	5697	3	0	0	5586	114	0	0	48.44	48.03	3.41	387696	106%		102400	102400	r941_prom_high_g344	5700	06-alt-schemes/06-schemes/SARS-CoV-2/V4.1.5000/SARS-CoV-2.reference.fasta	07-artic-1st-bench/07-artic-1st-bench-subSamp-depth50-rep100.fastq	06-alt-schemes/06-no-mutate-regions.tsv	06-alt-schemes/06-schemes	SARS-CoV-2	4.1.5000	07-artic-1st-bench/07-artic-1st-bench
